shop,date,weather,temperature,customers
601,2017-04-09,sunny,10,0
602,2017-04-09,stormy,15,0
603,2017-04-09,sunny,18,0
604,2017-04-09,sunny,18,0
605,2017-04-09,cloudy,16,0
606,2017-04-09,rainy,18,0
607,2017-04-09,rainy,15,0
608,2017-04-09,rainy,13,0
609,2017-04-09,rainy,16,0
610,2017-04-09,rainy,17,0
611,2017-04-09,rainy,16,0
612,2017-04-09,rainy,15,0
613,2017-04-09,stormy,17,0
614,2017-04-09,rainy,20,0
615,2017-04-09,stormy,14,0
616,2017-04-09,rainy,15,0
617,2017-04-09,cloudy,19,0
618,2017-04-09,stormy,13,0
0,2017-04-10,rainy,19,1086
1,2017-04-10,cloudy,19,1306
2,2017-04-10,sunny,13,1051
3,2017-04-10,sunny,19,594
4,2017-04-10,rainy,14,1210
5,2017-04-10,rainy,12,693
6,2017-04-10,rainy,13,1154
7,2017-04-10,sunny,16,781
8,2017-04-10,stormy,19,724
9,2017-04-10,rainy,17,1183
10,2017-04-10,sunny,11,1162
11,2017-04-10,rainy,16,501
12,2017-04-10,sunny,18,1081
13,2017-04-10,cloudy,12,548
14,2017-04-10,rainy,17,1485
15,2017-04-10,rainy,18,1187
16,2017-04-10,rainy,15,1575
17,2017-04-10,rainy,16,679
18,2017-04-10,rainy,15,1118
19,2017-04-10,stormy,17,898
20,2017-04-10,rainy,20,984
21,2017-04-10,sunny,14,476
22,2017-04-10,rainy,14,1103
23,2017-04-10,sunny,14,1140
24,2017-04-10,stormy,20,1012
25,2017-04-10,rainy,14,646
26,2017-04-10,rainy,17,1385
27,2017-04-10,cloudy,12,1296
28,2017-04-10,rainy,15,1218
29,2017-04-10,stormy,11,487
30,2017-04-10,sunny,7,1520
31,2017-04-10,rainy,12,876
32,2017-04-10,sunny,21,877
33,2017-04-10,cloudy,17,970
34,2017-04-10,rainy,9,1202
35,2017-04-10,sunny,17,890
36,2017-04-10,rainy,13,1415
37,2017-04-10,sunny,19,1322
38,2017-04-10,rainy,18,1079
39,2017-04-10,sunny,15,1186
40,2017-04-10,sunny,16,1236
41,2017-04-10,rainy,15,1315
42,2017-04-10,rainy,12,1342
43,2017-04-10,sunny,16,1028
44,2017-04-10,stormy,19,903
45,2017-04-10,rainy,13,1321
46,2017-04-10,rainy,15,1314
47,2017-04-10,rainy,19,1042
48,2017-04-10,rainy,17,1006
49,2017-04-10,rainy,16,923
50,2017-04-10,rainy,16,1319
51,2017-04-10,sunny,16,850
52,2017-04-10,cloudy,14,1283
53,2017-04-10,stormy,12,893
54,2017-04-10,cloudy,17,724
55,2017-04-10,sunny,19,1307
56,2017-04-10,sunny,13,807
57,2017-04-10,sunny,14,1041
58,2017-04-10,stormy,12,1054
59,2017-04-10,rainy,15,1189
60,2017-04-10,cloudy,16,898
61,2017-04-10,cloudy,15,1839
62,2017-04-10,stormy,16,1110
63,2017-04-10,rainy,18,1084
64,2017-04-10,rainy,14,1281
65,2017-04-10,rainy,17,947
66,2017-04-10,rainy,16,852
67,2017-04-10,rainy,12,809
68,2017-04-10,rainy,20,1263
69,2017-04-10,cloudy,14,710
70,2017-04-10,cloudy,15,1102
71,2017-04-10,stormy,20,1274
72,2017-04-10,rainy,12,986
73,2017-04-10,sunny,16,1374
74,2017-04-10,sunny,13,1674
75,2017-04-10,cloudy,13,1327
76,2017-04-10,rainy,14,928
77,2017-04-10,rainy,17,1317
78,2017-04-10,sunny,15,1331
79,2017-04-10,rainy,20,1102
80,2017-04-10,rainy,17,503
81,2017-04-10,sunny,15,1631
82,2017-04-10,rainy,13,703
83,2017-04-10,sunny,12,1234
84,2017-04-10,sunny,16,903
85,2017-04-10,rainy,16,987
86,2017-04-10,sunny,17,1030
87,2017-04-10,rainy,16,984
88,2017-04-10,rainy,19,1299
89,2017-04-10,sunny,17,1251
90,2017-04-10,rainy,15,991
91,2017-04-10,rainy,13,785
92,2017-04-10,rainy,14,1241
93,2017-04-10,rainy,18,1286
94,2017-04-10,cloudy,10,1019
95,2017-04-10,rainy,11,1212
96,2017-04-10,rainy,17,901
97,2017-04-10,rainy,15,1107
98,2017-04-10,rainy,18,807
99,2017-04-10,sunny,19,1400
100,2017-04-10,rainy,15,1225
101,2017-04-10,sunny,21,1328
102,2017-04-10,rainy,17,964
103,2017-04-10,rainy,15,912
104,2017-04-10,sunny,18,989
105,2017-04-10,rainy,17,1093
106,2017-04-10,rainy,17,1620
107,2017-04-10,rainy,18,827
108,2017-04-10,sunny,21,1036
109,2017-04-10,cloudy,15,1361
110,2017-04-10,rainy,18,1120
111,2017-04-10,rainy,19,1181
112,2017-04-10,rainy,17,900
113,2017-04-10,sunny,14,1104
114,2017-04-10,cloudy,18,1172
115,2017-04-10,rainy,17,928
116,2017-04-10,sunny,18,881
117,2017-04-10,stormy,14,570
118,2017-04-10,sunny,13,905
119,2017-04-10,rainy,13,1290
120,2017-04-10,stormy,17,1207
121,2017-04-10,stormy,17,1065
122,2017-04-10,rainy,14,1383
123,2017-04-10,sunny,17,1337
124,2017-04-10,rainy,20,980
125,2017-04-10,rainy,13,1177
126,2017-04-10,cloudy,17,1291
127,2017-04-10,rainy,16,1015
128,2017-04-10,cloudy,17,1031
129,2017-04-10,stormy,15,1201
130,2017-04-10,stormy,15,726
131,2017-04-10,sunny,20,1008
132,2017-04-10,stormy,16,1196
133,2017-04-10,stormy,16,1424
134,2017-04-10,stormy,10,713
135,2017-04-10,sunny,20,1494
136,2017-04-10,rainy,14,924
137,2017-04-10,rainy,16,1141
138,2017-04-10,stormy,9,1353
139,2017-04-10,rainy,13,1177
140,2017-04-10,rainy,12,1358
141,2017-04-10,stormy,14,1031
142,2017-04-10,sunny,14,1245
143,2017-04-10,rainy,11,1391
144,2017-04-10,cloudy,12,1052
145,2017-04-10,rainy,16,882
146,2017-04-10,rainy,14,1177
147,2017-04-10,cloudy,11,777
148,2017-04-10,sunny,14,1293
149,2017-04-10,sunny,20,1661
150,2017-04-10,sunny,18,1428
151,2017-04-10,cloudy,17,1543
152,2017-04-10,rainy,22,1624
153,2017-04-10,rainy,16,986
154,2017-04-10,sunny,14,1078
155,2017-04-10,rainy,18,983
156,2017-04-10,cloudy,13,931
157,2017-04-10,rainy,16,897
158,2017-04-10,rainy,17,939
159,2017-04-10,sunny,20,1743
160,2017-04-10,sunny,18,1454
161,2017-04-10,sunny,11,1023
162,2017-04-10,rainy,15,917
163,2017-04-10,rainy,15,1243
164,2017-04-10,sunny,20,1216
165,2017-04-10,rainy,18,1054
166,2017-04-10,rainy,21,1047
167,2017-04-10,cloudy,17,1103
168,2017-04-10,sunny,17,1119
169,2017-04-10,rainy,16,854
170,2017-04-10,cloudy,13,977
171,2017-04-10,stormy,14,1377
172,2017-04-10,rainy,15,911
173,2017-04-10,stormy,21,1054
174,2017-04-10,cloudy,17,1747
175,2017-04-10,sunny,17,1104
176,2017-04-10,rainy,17,1179
177,2017-04-10,rainy,16,1328
178,2017-04-10,sunny,17,837
179,2017-04-10,sunny,19,1007
180,2017-04-10,sunny,23,1026
181,2017-04-10,sunny,15,954
182,2017-04-10,stormy,15,991
183,2017-04-10,rainy,17,814
184,2017-04-10,rainy,18,1159
185,2017-04-10,rainy,15,824
186,2017-04-10,sunny,14,793
187,2017-04-10,rainy,11,1037
188,2017-04-10,cloudy,14,958
189,2017-04-10,rainy,16,1163
190,2017-04-10,sunny,22,1300
191,2017-04-10,sunny,15,696
192,2017-04-10,cloudy,15,1167
193,2017-04-10,sunny,17,1112
194,2017-04-10,rainy,21,1085
195,2017-04-10,stormy,15,936
196,2017-04-10,cloudy,18,1897
197,2017-04-10,rainy,15,1004
198,2017-04-10,rainy,15,1556
199,2017-04-10,cloudy,18,1567
200,2017-04-10,rainy,20,1564
201,2017-04-10,sunny,18,1246
202,2017-04-10,sunny,21,1529
203,2017-04-10,sunny,20,1163
204,2017-04-10,rainy,20,1061
205,2017-04-10,stormy,18,1173
206,2017-04-10,rainy,20,1191
207,2017-04-10,cloudy,13,830
208,2017-04-10,rainy,17,964
209,2017-04-10,sunny,21,1108
210,2017-04-10,cloudy,12,872
211,2017-04-10,cloudy,16,739
212,2017-04-10,rainy,15,1451
213,2017-04-10,cloudy,13,1309
214,2017-04-10,cloudy,16,1158
215,2017-04-10,rainy,17,1083
216,2017-04-10,sunny,21,820
217,2017-04-10,rainy,7,899
218,2017-04-10,rainy,15,703
219,2017-04-10,stormy,16,960
220,2017-04-10,stormy,15,1098
221,2017-04-10,rainy,10,1087
222,2017-04-10,rainy,14,937
223,2017-04-10,sunny,15,1019
224,2017-04-10,rainy,19,719
225,2017-04-10,sunny,14,1543
226,2017-04-10,sunny,16,1177
227,2017-04-10,sunny,16,1318
228,2017-04-10,rainy,14,1305
229,2017-04-10,rainy,10,1338
230,2017-04-10,sunny,20,849
231,2017-04-10,sunny,19,1073
232,2017-04-10,stormy,19,952
233,2017-04-10,rainy,20,1779
234,2017-04-10,cloudy,12,899
235,2017-04-10,rainy,17,672
236,2017-04-10,rainy,16,1270
237,2017-04-10,rainy,18,1373
238,2017-04-10,rainy,21,1760
239,2017-04-10,rainy,20,1264
240,2017-04-10,stormy,21,835
241,2017-04-10,rainy,18,817
242,2017-04-10,cloudy,12,1154
243,2017-04-10,sunny,14,1233
244,2017-04-10,stormy,13,1319
245,2017-04-10,sunny,14,1036
246,2017-04-10,stormy,10,831
247,2017-04-10,rainy,22,1324
248,2017-04-10,sunny,19,1373
249,2017-04-10,stormy,11,909
250,2017-04-10,cloudy,14,805
251,2017-04-10,stormy,12,1080
252,2017-04-10,cloudy,18,860
253,2017-04-10,rainy,20,869
254,2017-04-10,rainy,17,1180
255,2017-04-10,sunny,20,1329
256,2017-04-10,stormy,11,1229
257,2017-04-10,rainy,17,1063
258,2017-04-10,cloudy,16,1508
259,2017-04-10,rainy,13,1025
260,2017-04-10,rainy,20,1029
261,2017-04-10,stormy,15,1167
262,2017-04-10,rainy,11,729
263,2017-04-10,rainy,14,1408
264,2017-04-10,sunny,18,1293
265,2017-04-10,rainy,15,522
266,2017-04-10,sunny,20,995
267,2017-04-10,cloudy,14,1384
268,2017-04-10,rainy,20,1276
269,2017-04-10,stormy,17,1006
270,2017-04-10,rainy,20,1132
271,2017-04-10,rainy,15,1243
272,2017-04-10,stormy,16,970
273,2017-04-10,stormy,17,1198
274,2017-04-10,stormy,18,823
275,2017-04-10,rainy,20,1027
276,2017-04-10,sunny,16,1075
277,2017-04-10,rainy,9,1087
278,2017-04-10,sunny,15,1316
279,2017-04-10,sunny,10,831
280,2017-04-10,sunny,15,805
281,2017-04-10,stormy,11,1278
282,2017-04-10,cloudy,14,1129
283,2017-04-10,sunny,18,1094
284,2017-04-10,cloudy,13,1437
285,2017-04-10,rainy,13,988
286,2017-04-10,stormy,16,1310
287,2017-04-10,sunny,15,1128
288,2017-04-10,rainy,15,1167
289,2017-04-10,cloudy,18,1402
290,2017-04-10,rainy,21,876
291,2017-04-10,stormy,14,655
292,2017-04-10,rainy,12,846
293,2017-04-10,rainy,20,1605
294,2017-04-10,rainy,14,904
295,2017-04-10,rainy,15,1005
296,2017-04-10,cloudy,14,1384
297,2017-04-10,rainy,16,1209
298,2017-04-10,stormy,12,1102
299,2017-04-10,sunny,19,889
300,2017-04-10,cloudy,16,855
301,2017-04-10,rainy,15,1307
302,2017-04-10,sunny,21,1249
303,2017-04-10,rainy,20,1258
304,2017-04-10,rainy,19,905
305,2017-04-10,rainy,11,1437
306,2017-04-10,sunny,16,1083
307,2017-04-10,rainy,19,1013
308,2017-04-10,rainy,20,428
309,2017-04-10,rainy,17,1135
310,2017-04-10,rainy,10,895
311,2017-04-10,rainy,13,899
312,2017-04-10,sunny,15,753
313,2017-04-10,rainy,13,1633
314,2017-04-10,rainy,22,1104
315,2017-04-10,rainy,21,932
316,2017-04-10,rainy,11,1012
317,2017-04-10,cloudy,13,689
318,2017-04-10,stormy,18,1099
319,2017-04-10,sunny,24,977
320,2017-04-10,rainy,21,992
321,2017-04-10,cloudy,16,1310
322,2017-04-10,stormy,23,833
323,2017-04-10,rainy,17,1109
324,2017-04-10,sunny,15,1770
325,2017-04-10,rainy,12,1262
326,2017-04-10,cloudy,16,1121
327,2017-04-10,rainy,13,992
328,2017-04-10,sunny,17,1091
329,2017-04-10,stormy,8,1341
330,2017-04-10,sunny,16,1041
331,2017-04-10,cloudy,15,1025
332,2017-04-10,sunny,16,1145
333,2017-04-10,rainy,19,1688
334,2017-04-10,sunny,10,1095
335,2017-04-10,rainy,19,1015
336,2017-04-10,rainy,16,1374
337,2017-04-10,rainy,19,888
338,2017-04-10,rainy,16,910
339,2017-04-10,rainy,19,1094
340,2017-04-10,rainy,17,1550
341,2017-04-10,rainy,16,1250
342,2017-04-10,sunny,14,953
343,2017-04-10,stormy,15,1240
344,2017-04-10,cloudy,14,644
345,2017-04-10,rainy,21,1071
346,2017-04-10,sunny,15,988
347,2017-04-10,rainy,18,1197
348,2017-04-10,sunny,21,1074
349,2017-04-10,stormy,17,888
350,2017-04-10,sunny,16,1144
351,2017-04-10,rainy,21,1133
352,2017-04-10,cloudy,13,663
353,2017-04-10,rainy,16,1304
354,2017-04-10,sunny,17,1083
355,2017-04-10,rainy,21,681
356,2017-04-10,rainy,12,1141
357,2017-04-10,sunny,18,1562
358,2017-04-10,sunny,9,1309
359,2017-04-10,sunny,19,1522
360,2017-04-10,rainy,19,1105
361,2017-04-10,stormy,17,976
362,2017-04-10,cloudy,14,1102
363,2017-04-10,sunny,15,1481
364,2017-04-10,sunny,20,1225
365,2017-04-10,stormy,10,833
366,2017-04-10,rainy,14,711
367,2017-04-10,cloudy,14,984
368,2017-04-10,sunny,22,1197
369,2017-04-10,rainy,12,969
370,2017-04-10,sunny,19,1159
371,2017-04-10,rainy,18,757
372,2017-04-10,rainy,21,1064
373,2017-04-10,rainy,16,1268
374,2017-04-10,sunny,12,1339
375,2017-04-10,sunny,8,1343
376,2017-04-10,rainy,15,862
377,2017-04-10,cloudy,13,921
378,2017-04-10,stormy,9,743
379,2017-04-10,rainy,20,1130
380,2017-04-10,rainy,11,1019
381,2017-04-10,rainy,21,850
382,2017-04-10,stormy,17,1258
383,2017-04-10,stormy,18,1346
384,2017-04-10,stormy,14,942
385,2017-04-10,sunny,17,1069
386,2017-04-10,rainy,18,1500
387,2017-04-10,rainy,18,986
388,2017-04-10,rainy,20,1328
389,2017-04-10,sunny,9,982
390,2017-04-10,rainy,18,1072
391,2017-04-10,sunny,18,1440
392,2017-04-10,rainy,19,1319
393,2017-04-10,cloudy,13,888
394,2017-04-10,rainy,11,1060
395,2017-04-10,sunny,17,825
396,2017-04-10,sunny,17,1199
397,2017-04-10,rainy,17,1197
398,2017-04-10,sunny,15,1319
399,2017-04-10,rainy,19,1132
400,2017-04-10,cloudy,16,686
401,2017-04-10,cloudy,15,822
402,2017-04-10,sunny,12,1122
403,2017-04-10,sunny,20,1321
404,2017-04-10,rainy,15,1266
405,2017-04-10,sunny,10,965
406,2017-04-10,rainy,19,916
407,2017-04-10,rainy,15,1209
408,2017-04-10,cloudy,17,1015
409,2017-04-10,rainy,15,926
410,2017-04-10,rainy,15,804
411,2017-04-10,cloudy,21,1185
412,2017-04-10,sunny,16,1116
413,2017-04-10,rainy,17,840
414,2017-04-10,sunny,20,1008
415,2017-04-10,rainy,15,1345
416,2017-04-10,rainy,20,995
417,2017-04-10,rainy,22,959
418,2017-04-10,cloudy,11,1281
419,2017-04-10,sunny,15,843
420,2017-04-10,rainy,11,1287
421,2017-04-10,sunny,21,1353
422,2017-04-10,rainy,17,1070
423,2017-04-10,cloudy,14,1081
424,2017-04-10,rainy,18,1204
425,2017-04-10,sunny,20,850
426,2017-04-10,stormy,16,1152
427,2017-04-10,sunny,20,1199
428,2017-04-10,cloudy,13,769
429,2017-04-10,rainy,19,1338
430,2017-04-10,sunny,16,1310
431,2017-04-10,sunny,18,948
432,2017-04-10,rainy,17,1334
433,2017-04-10,cloudy,13,904
434,2017-04-10,stormy,17,980
435,2017-04-10,cloudy,12,1406
436,2017-04-10,rainy,15,978
437,2017-04-10,rainy,9,1365
438,2017-04-10,rainy,17,1387
439,2017-04-10,stormy,12,711
440,2017-04-10,rainy,16,1209
441,2017-04-10,stormy,16,869
442,2017-04-10,sunny,22,1417
443,2017-04-10,stormy,17,896
444,2017-04-10,cloudy,13,681
445,2017-04-10,stormy,11,1444
446,2017-04-10,sunny,19,915
447,2017-04-10,rainy,12,1309
448,2017-04-10,sunny,15,1031
449,2017-04-10,rainy,12,1023
450,2017-04-10,rainy,20,1134
451,2017-04-10,rainy,13,1267
452,2017-04-10,rainy,16,1344
453,2017-04-10,stormy,19,1043
454,2017-04-10,rainy,10,1330
455,2017-04-10,cloudy,16,875
456,2017-04-10,sunny,14,1065
457,2017-04-10,rainy,15,1167
458,2017-04-10,cloudy,20,1192
459,2017-04-10,rainy,14,1045
460,2017-04-10,rainy,21,983
461,2017-04-10,rainy,19,813
462,2017-04-10,rainy,16,1189
463,2017-04-10,rainy,12,1314
464,2017-04-10,stormy,17,442
465,2017-04-10,rainy,13,1558
466,2017-04-10,sunny,17,1040
467,2017-04-10,rainy,15,773
468,2017-04-10,rainy,13,1188
469,2017-04-10,sunny,14,823
470,2017-04-10,sunny,15,939
471,2017-04-10,sunny,17,1098
472,2017-04-10,cloudy,12,898
473,2017-04-10,cloudy,15,1153
474,2017-04-10,rainy,21,1079
475,2017-04-10,stormy,16,685
476,2017-04-10,stormy,16,1401
477,2017-04-10,rainy,13,906
478,2017-04-10,rainy,17,1004
479,2017-04-10,rainy,16,1627
480,2017-04-10,sunny,15,1191
481,2017-04-10,rainy,14,1095
482,2017-04-10,stormy,10,594
483,2017-04-10,stormy,12,832
484,2017-04-10,rainy,13,1095
485,2017-04-10,sunny,19,1186
486,2017-04-10,sunny,18,872
487,2017-04-10,sunny,19,1486
488,2017-04-10,rainy,15,951
489,2017-04-10,rainy,15,1187
490,2017-04-10,stormy,15,956
491,2017-04-10,rainy,19,965
492,2017-04-10,cloudy,15,726
493,2017-04-10,cloudy,20,829
494,2017-04-10,cloudy,18,1301
495,2017-04-10,rainy,17,645
496,2017-04-10,rainy,17,1271
497,2017-04-10,sunny,14,1211
498,2017-04-10,rainy,18,1267
499,2017-04-10,sunny,18,934
500,2017-04-10,sunny,13,1648
501,2017-04-10,sunny,22,1316
502,2017-04-10,rainy,14,1155
503,2017-04-10,sunny,19,1407
504,2017-04-10,stormy,17,1368
505,2017-04-10,sunny,17,1484
506,2017-04-10,cloudy,16,1247
507,2017-04-10,rainy,14,681
508,2017-04-10,stormy,11,1180
509,2017-04-10,cloudy,15,1333
510,2017-04-10,rainy,19,929
511,2017-04-10,rainy,21,1315
512,2017-04-10,rainy,16,1021
513,2017-04-10,rainy,18,950
514,2017-04-10,rainy,20,985
515,2017-04-10,rainy,18,1182
516,2017-04-10,sunny,14,1104
517,2017-04-10,sunny,20,1344
518,2017-04-10,sunny,23,1390
519,2017-04-10,cloudy,14,1430
520,2017-04-10,stormy,14,895
521,2017-04-10,sunny,15,1212
522,2017-04-10,rainy,13,882
523,2017-04-10,sunny,20,1320
524,2017-04-10,stormy,18,977
525,2017-04-10,cloudy,16,1555
526,2017-04-10,sunny,14,909
527,2017-04-10,rainy,20,1397
528,2017-04-10,rainy,10,878
529,2017-04-10,rainy,17,1165
530,2017-04-10,rainy,15,727
531,2017-04-10,stormy,18,830
532,2017-04-10,rainy,17,697
533,2017-04-10,sunny,21,1002
534,2017-04-10,stormy,13,881
535,2017-04-10,stormy,18,1164
536,2017-04-10,rainy,12,959
537,2017-04-10,rainy,18,936
538,2017-04-10,rainy,18,1098
539,2017-04-10,sunny,12,835
540,2017-04-10,stormy,20,950
541,2017-04-10,sunny,16,902
542,2017-04-10,rainy,17,1049
543,2017-04-10,sunny,16,1105
544,2017-04-10,rainy,20,916
545,2017-04-10,stormy,10,582
546,2017-04-10,sunny,18,1140
547,2017-04-10,rainy,16,1573
548,2017-04-10,cloudy,12,1180
549,2017-04-10,sunny,16,1394
550,2017-04-10,rainy,16,1362
551,2017-04-10,rainy,13,1249
552,2017-04-10,rainy,19,1162
553,2017-04-10,cloudy,12,1250
554,2017-04-10,stormy,9,563
555,2017-04-10,rainy,11,1355
556,2017-04-10,cloudy,17,1080
557,2017-04-10,sunny,12,1312
558,2017-04-10,rainy,19,944
559,2017-04-10,stormy,18,1313
560,2017-04-10,rainy,22,1388
561,2017-04-10,stormy,17,893
562,2017-04-10,rainy,12,829
563,2017-04-10,cloudy,15,1050
564,2017-04-10,cloudy,16,995
565,2017-04-10,stormy,17,972
566,2017-04-10,rainy,18,1156
567,2017-04-10,rainy,13,1164
568,2017-04-10,rainy,15,1343
569,2017-04-10,cloudy,13,1038
570,2017-04-10,stormy,10,798
571,2017-04-10,sunny,15,1224
572,2017-04-10,sunny,13,1252
573,2017-04-10,rainy,17,865
574,2017-04-10,rainy,19,1131
575,2017-04-10,rainy,18,715
576,2017-04-10,sunny,16,1511
577,2017-04-10,rainy,18,1115
578,2017-04-10,rainy,19,1048
579,2017-04-10,stormy,18,935
580,2017-04-10,rainy,20,1262
581,2017-04-10,rainy,17,977
582,2017-04-10,rainy,21,1051
583,2017-04-10,rainy,18,1290
584,2017-04-10,rainy,13,979
585,2017-04-10,rainy,15,1050
586,2017-04-10,rainy,18,1167
587,2017-04-10,rainy,18,1021
588,2017-04-10,sunny,19,954
589,2017-04-10,rainy,15,388
590,2017-04-10,rainy,15,934
591,2017-04-10,cloudy,18,1383
592,2017-04-10,rainy,18,762
593,2017-04-10,stormy,19,1249
594,2017-04-10,sunny,22,988
595,2017-04-10,rainy,17,1237
596,2017-04-10,sunny,16,1298
597,2017-04-10,stormy,9,942
598,2017-04-10,rainy,17,873
599,2017-04-10,rainy,20,1443
600,2017-04-10,sunny,16,1189
601,2017-04-10,cloudy,13,896
602,2017-04-10,stormy,17,1098
603,2017-04-10,sunny,14,1138
604,2017-04-10,sunny,17,844
605,2017-04-10,stormy,17,1116
606,2017-04-10,rainy,19,883
607,2017-04-10,sunny,10,1223
608,2017-04-10,cloudy,11,1402
609,2017-04-10,rainy,14,1423
610,2017-04-10,rainy,17,1022
611,2017-04-10,sunny,13,1240
612,2017-04-10,stormy,19,1013
613,2017-04-10,rainy,20,789
614,2017-04-10,rainy,20,1250
615,2017-04-10,stormy,14,965
616,2017-04-10,stormy,15,899
617,2017-04-10,sunny,18,956
618,2017-04-10,rainy,15,578
0,2017-04-11,cloudy,18,864
1,2017-04-11,stormy,19,908
2,2017-04-11,sunny,15,823
3,2017-04-11,sunny,15,465
4,2017-04-11,rainy,15,973
5,2017-04-11,cloudy,12,559
6,2017-04-11,rainy,20,878
7,2017-04-11,sunny,16,623
8,2017-04-11,sunny,19,607
9,2017-04-11,stormy,12,833
10,2017-04-11,sunny,16,896
11,2017-04-11,stormy,12,328
12,2017-04-11,cloudy,21,841
13,2017-04-11,cloudy,13,453
14,2017-04-11,rainy,17,1151
15,2017-04-11,rainy,15,950
16,2017-04-11,rainy,18,1186
17,2017-04-11,stormy,17,491
18,2017-04-11,stormy,13,849
19,2017-04-11,rainy,17,747
20,2017-04-11,rainy,19,768
21,2017-04-11,sunny,15,424
22,2017-04-11,cloudy,14,914
23,2017-04-11,sunny,14,898
24,2017-04-11,rainy,22,825
25,2017-04-11,cloudy,15,529
26,2017-04-11,stormy,19,1077
27,2017-04-11,rainy,17,960
28,2017-04-11,stormy,15,923
29,2017-04-11,stormy,13,401
30,2017-04-11,sunny,16,1170
31,2017-04-11,stormy,8,676
32,2017-04-11,sunny,19,668
33,2017-04-11,rainy,15,695
34,2017-04-11,stormy,11,877
35,2017-04-11,sunny,16,669
36,2017-04-11,stormy,14,1020
37,2017-04-11,sunny,19,1038
38,2017-04-11,cloudy,18,845
39,2017-04-11,sunny,15,947
40,2017-04-11,sunny,14,983
41,2017-04-11,stormy,14,992
42,2017-04-11,stormy,13,980
43,2017-04-11,sunny,15,840
44,2017-04-11,sunny,19,800
45,2017-04-11,rainy,17,1031
46,2017-04-11,rainy,17,1077
47,2017-04-11,rainy,19,804
48,2017-04-11,rainy,14,789
49,2017-04-11,stormy,13,666
50,2017-04-11,stormy,13,1026
51,2017-04-11,cloudy,18,626
52,2017-04-11,sunny,11,1010
53,2017-04-11,stormy,12,690
54,2017-04-11,cloudy,14,530
55,2017-04-11,sunny,20,1051
56,2017-04-11,sunny,16,643
57,2017-04-11,sunny,16,791
58,2017-04-11,rainy,10,869
59,2017-04-11,cloudy,17,939
60,2017-04-11,rainy,16,670
61,2017-04-11,rainy,17,1394
62,2017-04-11,cloudy,22,927
63,2017-04-11,rainy,20,855
64,2017-04-11,cloudy,11,952
65,2017-04-11,stormy,13,723
66,2017-04-11,stormy,12,626
67,2017-04-11,stormy,13,553
68,2017-04-11,rainy,17,1027
69,2017-04-11,cloudy,12,534
70,2017-04-11,rainy,14,802
71,2017-04-11,sunny,21,1064
72,2017-04-11,stormy,13,724
73,2017-04-11,cloudy,19,1057
74,2017-04-11,sunny,16,1285
75,2017-04-11,cloudy,12,1070
76,2017-04-11,stormy,14,700
77,2017-04-11,rainy,19,1022
78,2017-04-11,cloudy,13,1005
79,2017-04-11,stormy,21,835
80,2017-04-11,stormy,14,344
81,2017-04-11,sunny,16,1263
82,2017-04-11,cloudy,15,567
83,2017-04-11,sunny,16,940
84,2017-04-11,sunny,16,719
85,2017-04-11,stormy,13,752
86,2017-04-11,cloudy,17,810
87,2017-04-11,rainy,14,788
88,2017-04-11,rainy,15,1021
89,2017-04-11,cloudy,18,939
90,2017-04-11,cloudy,18,803
91,2017-04-11,stormy,13,597
92,2017-04-11,cloudy,17,939
93,2017-04-11,rainy,18,1006
94,2017-04-11,rainy,12,772
95,2017-04-11,stormy,13,904
96,2017-04-11,rainy,20,680
97,2017-04-11,stormy,17,885
98,2017-04-11,sunny,15,658
99,2017-04-11,cloudy,19,1040
100,2017-04-11,cloudy,15,953
101,2017-04-11,sunny,20,1046
102,2017-04-11,cloudy,16,765
103,2017-04-11,stormy,17,703
104,2017-04-11,cloudy,18,723
105,2017-04-11,sunny,19,877
106,2017-04-11,stormy,15,1226
107,2017-04-11,rainy,15,643
108,2017-04-11,sunny,18,856
109,2017-04-11,rainy,13,1048
110,2017-04-11,cloudy,16,882
111,2017-04-11,cloudy,14,921
112,2017-04-11,stormy,13,688
113,2017-04-11,sunny,14,863
114,2017-04-11,stormy,17,855
115,2017-04-11,stormy,18,702
116,2017-04-11,cloudy,16,657
117,2017-04-11,cloudy,18,473
118,2017-04-11,sunny,15,677
119,2017-04-11,stormy,8,918
120,2017-04-11,stormy,15,929
121,2017-04-11,cloudy,19,911
122,2017-04-11,rainy,15,1091
123,2017-04-11,cloudy,15,1069
124,2017-04-11,stormy,17,723
125,2017-04-11,stormy,10,912
126,2017-04-11,cloudy,16,1011
127,2017-04-11,rainy,16,766
128,2017-04-11,stormy,15,695
129,2017-04-11,cloudy,19,990
130,2017-04-11,cloudy,18,613
131,2017-04-11,sunny,21,785
132,2017-04-11,cloudy,14,939
133,2017-04-11,cloudy,18,1146
134,2017-04-11,stormy,12,544
135,2017-04-11,cloudy,19,1165
136,2017-04-11,cloudy,18,745
137,2017-04-11,cloudy,16,938
138,2017-04-11,stormy,11,1053
139,2017-04-11,cloudy,14,974
140,2017-04-11,rainy,13,1066
141,2017-04-11,cloudy,19,843
142,2017-04-11,sunny,15,963
143,2017-04-11,stormy,9,1030
144,2017-04-11,rainy,16,785
145,2017-04-11,stormy,17,633
146,2017-04-11,stormy,13,846
147,2017-04-11,cloudy,12,623
148,2017-04-11,sunny,13,995
149,2017-04-11,sunny,17,1280
150,2017-04-11,cloudy,17,1071
151,2017-04-11,rainy,17,1168
